"","state","solution_level","fw_kg_per_capita","scenario","conversion_factor","diversion_potential_kg_per_capita"
"445","MN","Rescue",302.092605,"alternative","high",1.78514524762414
"446","MN","Rescue",302.092605,"alternative","low",0.892572623812072
"447","MN","Rescue",302.092605,"baseline","high",0.943999173293318
"448","MN","Rescue",302.092605,"baseline","low",0.471999586646659
"449","MN","Animal Feed",302.092605,"alternative","high",7.74317285494553
"450","MN","Animal Feed",302.092605,"alternative","low",3.87158642747276
"451","MN","Animal Feed",302.092605,"baseline","high",7.74317285494553
"452","MN","Animal Feed",302.092605,"baseline","low",3.87158642747276
"453","MN","Recycling",302.092605,"alternative","high",20.2228560473183
"454","MN","Recycling",302.092605,"alternative","low",10.1114280236592
"455","MN","Recycling",302.092605,"baseline","high",18.3031641814011
"456","MN","Recycling",302.092605,"baseline","low",9.15158209070053
"457","MN","All",302.092605,"alternative","high",33.6410951392489
"458","MN","All",302.092605,"alternative","low",16.8205475696244
"459","MN","All",302.092605,"baseline","high",28.4219521149252
"460","MN","All",302.092605,"baseline","low",14.2109760574626
"461","MS","Prevention",217.7244,"alternative","high",4.25336461141045
"462","MS","Prevention",217.7244,"alternative","low",2.12668230570523
"463","MS","Prevention",217.7244,"baseline","high",1.38459836063154
"464","MS","Prevention",217.7244,"baseline","low",0.692299180315772
"465","MS","Rescue",217.7244,"alternative","high",2.28546400269346
"466","MS","Rescue",217.7244,"alternative","low",1.14273200134673
"467","MS","Rescue",217.7244,"baseline","high",1.23978896558925
"468","MS","Rescue",217.7244,"baseline","low",0.619894482794625
"469","MS","Animal Feed",217.7244,"alternative","high",0.405736889998409
"470","MS","Animal Feed",217.7244,"alternative","low",0.202868444999204
"471","MS","Animal Feed",217.7244,"baseline","high",0.405736889998409
"472","MS","Animal Feed",217.7244,"baseline","low",0.202868444999204
"473","MS","Recycling",217.7244,"alternative","high",16.4228399798924
"474","MS","Recycling",217.7244,"alternative","low",8.21141998994618
"475","MS","Recycling",217.7244,"baseline","high",14.256164509699
"476","MS","Recycling",217.7244,"baseline","low",7.12808225484951
"477","MS","All",217.7244,"alternative","high",23.3674054839947
"478","MS","All",217.7244,"alternative","low",11.6837027419973
"479","MS","All",217.7244,"baseline","high",17.2862887259182
"480","MS","All",217.7244,"baseline","low",8.64314436295911
"481","MO","Prevention",238.589655,"alternative","high",4.24743880072764
"482","MO","Prevention",238.589655,"alternative","low",2.12371940036382
"483","MO","Prevention",238.589655,"baseline","high",1.50858851412868
"484","MO","Prevention",238.589655,"baseline","low",0.754294257064342
"485","MO","Rescue",238.589655,"alternative","high",2.14750488651372
"486","MO","Rescue",238.589655,"alternative","low",1.07375244325686
"487","MO","Rescue",238.589655,"baseline","high",1.23346928669382
"488","MO","Rescue",238.589655,"baseline","low",0.616734643346909
"489","MO","Animal Feed",238.589655,"alternative","high",3.81295613209593
"490","MO","Animal Feed",238.589655,"alternative","low",1.90647806604796
"491","MO","Animal Feed",238.589655,"baseline","high",3.81295613209593
"492","MO","Animal Feed",238.589655,"baseline","low",1.90647806604796
"493","MO","Recycling",238.589655,"alternative","high",17.9504523410777
"494","MO","Recycling",238.589655,"alternative","low",8.97522617053885
"495","MO","Recycling",238.589655,"baseline","high",15.8945365020783
"496","MO","Recycling",238.589655,"baseline","low",7.94726825103914
"497","MO","All",238.589655,"alternative","high",28.158352160415
"498","MO","All",238.589655,"alternative","low",14.0791760802075
"499","MO","All",238.589655,"baseline","high",22.4495504349967
"500","MO","All",238.589655,"baseline","low",11.2247752174984
"501","MT","Prevention",156.03582,"alternative","high",0.515503697389779
"502","MT","Prevention",156.03582,"alternative","low",0.257751848694889
"503","MT","Prevention",156.03582,"baseline","high",0.166518332916152
"504","MT","Prevention",156.03582,"baseline","low",0.0832591664580759
"505","MT","Rescue",156.03582,"alternative","high",1.18900988199625
"506","MT","Rescue",156.03582,"alternative","low",0.594504940998124
"507","MT","Rescue",156.03582,"baseline","high",0.683946385771514
"508","MT","Rescue",156.03582,"baseline","low",0.341973192885757
"509","MT","Animal Feed",156.03582,"alternative","high",0.273975929399559
"510","MT","Animal Feed",156.03582,"alternative","low",0.13698796469978
"511","MT","Animal Feed",156.03582,"baseline","high",0.273975929399559
"512","MT","Animal Feed",156.03582,"baseline","low",0.13698796469978
"513","MT","Recycling",156.03582,"alternative","high",12.7389365815447
"514","MT","Recycling",156.03582,"alternative","low",6.36946829077236
"515","MT","Recycling",156.03582,"baseline","high",11.0548447969014
"516","MT","Recycling",156.03582,"baseline","low",5.52742239845069
"517","MT","All",156.03582,"alternative","high",14.7174260903303
"518","MT","All",156.03582,"alternative","low",7.35871304516515
"519","MT","All",156.03582,"baseline","high",12.1792854449886
"520","MT","All",156.03582,"baseline","low",6.0896427224943
"521","NE","Prevention",267.619575,"alternative","high",4.61716696441775
"522","NE","Prevention",267.619575,"alternative","low",2.30858348220887
"523","NE","Prevention",267.619575,"baseline","high",1.80674978110905
"524","NE","Prevention",267.619575,"baseline","low",0.903374890554525
"525","NE","Rescue",267.619575,"alternative","high",3.0980930358245
"526","NE","Rescue",267.619575,"alternative","low",1.54904651791225
"527","NE","Rescue",267.619575,"baseline","high",1.64286374493584
"528","NE","Rescue",267.619575,"baseline","low",0.821431872467919
"529","NE","Animal Feed",267.619575,"alternative","high",7.27490885911587
"530","NE","Animal Feed",267.619575,"alternative","low",3.63745442955793
"531","NE","Animal Feed",267.619575,"baseline","high",7.27490885911587
"532","NE","Animal Feed",267.619575,"baseline","low",3.63745442955793
"533","NE","Recycling",267.619575,"alternative","high",19.604632541978
"534","NE","Recycling",267.619575,"alternative","low",9.80231627098902
"535","NE","Recycling",267.619575,"baseline","high",17.4342207985079
"536","NE","Recycling",267.619575,"baseline","low",8.71711039925395
"537","NE","All",267.619575,"alternative","high",34.5948014013362
"538","NE","All",267.619575,"alternative","low",17.2974007006681
"539","NE","All",267.619575,"baseline","high",28.1587431836686
"540","NE","All",267.619575,"baseline","low",14.0793715918343
"541","NV","Prevention",219.53877,"alternative","high",0.718140311536652
"542","NV","Prevention",219.53877,"alternative","low",0.359070155768326
"543","NV","Prevention",219.53877,"baseline","high",0.23176670927541
"544","NV","Prevention",219.53877,"baseline","low",0.115883354637705
"545","NV","Rescue",219.53877,"alternative","high",1.17644983522421
"546","NV","Rescue",219.53877,"alternative","low",0.588224917612107
"547","NV","Rescue",219.53877,"baseline","high",0.746447786997639
"548","NV","Rescue",219.53877,"baseline","low",0.373223893498819
"549","NV","Animal Feed",219.53877,"alternative","high",1.69909877903147
"550","NV","Animal Feed",219.53877,"alternative","low",0.849549389515733
"551","NV","Animal Feed",219.53877,"baseline","high",1.69909877903147
"552","NV","Animal Feed",219.53877,"baseline","low",0.849549389515733
"553","NV","Recycling",219.53877,"alternative","high",18.1678819112424
"554","NV","Recycling",219.53877,"alternative","low",9.08394095562118
"555","NV","Recycling",219.53877,"baseline","high",15.7743803980771
"556","NV","Recycling",219.53877,"baseline","low",7.88719019903855
"557","NV","All",219.53877,"alternative","high",21.7615708370347
"558","NV","All",219.53877,"alternative","low",10.8807854185173
"559","NV","All",219.53877,"baseline","high",18.4516936733816
"560","NV","All",219.53877,"baseline","low",9.22584683669081
"561","NH","Prevention",269.433945,"alternative","high",1.08460207599543
"562","NH","Prevention",269.433945,"alternative","low",0.542301037997713
"563","NH","Prevention",269.433945,"baseline","high",0.343085763834638
"564","NH","Prevention",269.433945,"baseline","low",0.171542881917319
"565","NH","Rescue",269.433945,"alternative","high",1.06829627046187
"566","NH","Rescue",269.433945,"alternative","low",0.534148135230935
"567","NH","Rescue",269.433945,"baseline","high",0.696635480727193
"568","NH","Rescue",269.433945,"baseline","low",0.348317740363597
"569","NH","Animal Feed",269.433945,"alternative","high",0.976648809615052
"570","NH","Animal Feed",269.433945,"alternative","low",0.488324404807526
"571","NH","Animal Feed",269.433945,"baseline","high",0.976648809615052
"572","NH","Animal Feed",269.433945,"baseline","low",0.488324404807526
"573","NH","Recycling",269.433945,"alternative","high",46.6203569461999
"574","NH","Recycling",269.433945,"alternative","low",23.3101784731
"575","NH","Recycling",269.433945,"baseline","high",39.493062521435
"576","NH","Recycling",269.433945,"baseline","low",19.7465312607175
"577","NH","All",269.433945,"alternative","high",49.7499041022723
"578","NH","All",269.433945,"alternative","low",24.8749520511361
"579","NH","All",269.433945,"baseline","high",41.5094325756119
"580","NH","All",269.433945,"baseline","low",20.7547162878059
"581","NJ","Prevention",192.32322,"alternative","high",0.625312367618818
"582","NJ","Prevention",192.32322,"alternative","low",0.312656183809409
"583","NJ","Prevention",192.32322,"baseline","high",0.19849731705295
"584","NJ","Prevention",192.32322,"baseline","low",0.0992486585264748
"585","NJ","Rescue",192.32322,"alternative","high",2.00100566786875
"586","NJ","Rescue",192.32322,"alternative","low",1.00050283393437
"587","NJ","Rescue",192.32322,"baseline","high",1.14022297607545
"588","NJ","Rescue",192.32322,"baseline","low",0.570111488037724
"589","NJ","Animal Feed",192.32322,"alternative","high",1.53875307084492
"590","NJ","Animal Feed",192.32322,"alternative","low",0.769376535422459
"591","NJ","Animal Feed",192.32322,"baseline","high",1.53875307084492
"592","NJ","Animal Feed",192.32322,"baseline","low",0.769376535422459
"593","NJ","Recycling",192.32322,"alternative","high",30.1317156217301
"594","NJ","Recycling",192.32322,"alternative","low",15.065857810865
"595","NJ","Recycling",192.32322,"baseline","high",25.9751728827948
"596","NJ","Recycling",192.32322,"baseline","low",12.9875864413974
"597","NJ","All",192.32322,"alternative","high",34.2967867280626
"598","NJ","All",192.32322,"alternative","low",17.1483933640313
"599","NJ","All",192.32322,"baseline","high",28.8526462467681
"600","NJ","All",192.32322,"baseline","low",14.4263231233841
"601","NM","Prevention",239.49684,"alternative","high",0.735107703145168
"602","NM","Prevention",239.49684,"alternative","low",0.367553851572584
"603","NM","Prevention",239.49684,"baseline","high",0.231542697371948
"604","NM","Prevention",239.49684,"baseline","low",0.115771348685974
"605","NM","Rescue",239.49684,"alternative","high",1.40869491809611
"606","NM","Rescue",239.49684,"alternative","low",0.704347459048054
"607","NM","Rescue",239.49684,"baseline","high",0.821959032447833
"608","NM","Rescue",239.49684,"baseline","low",0.410979516223917
"609","NM","Animal Feed",239.49684,"alternative","high",4.04900241677164
"610","NM","Animal Feed",239.49684,"alternative","low",2.02450120838582
"611","NM","Animal Feed",239.49684,"baseline","high",4.04900241677164
"612","NM","Animal Feed",239.49684,"baseline","low",2.02450120838582
"613","NM","Recycling",239.49684,"alternative","high",18.7028787455647
"614","NM","Recycling",239.49684,"alternative","low",9.35143937278234
"615","NM","Recycling",239.49684,"baseline","high",16.271505454964
"616","NM","Recycling",239.49684,"baseline","low",8.13575272748199
"617","NM","All",239.49684,"alternative","high",24.8956837835776
"618","NM","All",239.49684,"alternative","low",12.4478418917888
"619","NM","All",239.49684,"baseline","high",21.3740096015554
"620","NM","All",239.49684,"baseline","low",10.6870048007777
"621","NY","Prevention",169.643595,"alternative","high",0.908993566691218
"622","NY","Prevention",169.643595,"alternative","low",0.454496783345609
"623","NY","Prevention",169.643595,"baseline","high",0.291946827327434
"624","NY","Prevention",169.643595,"baseline","low",0.145973413663717
"625","NY","Rescue",169.643595,"alternative","high",2.61351707138796
"626","NY","Rescue",169.643595,"alternative","low",1.30675853569398
"627","NY","Rescue",169.643595,"baseline","high",1.40492614311689
"628","NY","Rescue",169.643595,"baseline","low",0.702463071558443
"629","NY","Animal Feed",169.643595,"alternative","high",4.7466913234967
"630","NY","Animal Feed",169.643595,"alternative","low",2.37334566174835
"631","NY","Animal Feed",169.643595,"baseline","high",4.7466913234967
"632","NY","Animal Feed",169.643595,"baseline","low",2.37334566174835
"633","NY","Recycling",169.643595,"alternative","high",23.9292325934026
"634","NY","Recycling",169.643595,"alternative","low",11.9646162967013
"635","NY","Recycling",169.643595,"baseline","high",20.980082392035
"636","NY","Recycling",169.643595,"baseline","low",10.4900411960175
"637","NY","All",169.643595,"alternative","high",32.1984345549785
"638","NY","All",169.643595,"alternative","low",16.0992172774893
"639","NY","All",169.643595,"baseline","high",27.423646685976
"640","NY","All",169.643595,"baseline","low",13.711823342988
"641","NC","Prevention",257.64054,"alternative","high",4.54429375861189
"642","NC","Prevention",257.64054,"alternative","low",2.27214687930594
"643","NC","Prevention",257.64054,"baseline","high",1.48459932916549
"644","NC","Prevention",257.64054,"baseline","low",0.742299664582747
"645","NC","Rescue",257.64054,"alternative","high",3.69218993197098
"646","NC","Rescue",257.64054,"alternative","low",1.84609496598549
"647","NC","Rescue",257.64054,"baseline","high",1.91534037239802
"648","NC","Rescue",257.64054,"baseline","low",0.957670186199008
"649","NC","Animal Feed",257.64054,"alternative","high",2.75105186780157
"650","NC","Animal Feed",257.64054,"alternative","low",1.37552593390078
"651","NC","Animal Feed",257.64054,"baseline","high",2.75105186780157
"652","NC","Animal Feed",257.64054,"baseline","low",1.37552593390078
"653","NC","Recycling",257.64054,"alternative","high",17.6992329069359
"654","NC","Recycling",257.64054,"alternative","low",8.84961645346796
"655","NC","Recycling",257.64054,"baseline","high",15.3171608030427
"656","NC","Recycling",257.64054,"baseline","low",7.65858040152137
"657","NC","All",257.64054,"alternative","high",28.6867684653204
"658","NC","All",257.64054,"alternative","low",14.3433842326602
"659","NC","All",257.64054,"baseline","high",21.4681523724078
"660","NC","All",257.64054,"baseline","low",10.7340761862039
"661","ND","Prevention",506.20923,"alternative","high",4.83605266955031
"662","ND","Prevention",506.20923,"alternative","low",2.41802633477515
"663","ND","Prevention",506.20923,"baseline","high",1.99878163664938
"664","ND","Prevention",506.20923,"baseline","low",0.999390818324689
"665","ND","Rescue",506.20923,"alternative","high",5.11982336981076
"666","ND","Rescue",506.20923,"alternative","low",2.55991168490538
"667","ND","Rescue",506.20923,"baseline","high",2.46948746461464
"668","ND","Rescue",506.20923,"baseline","low",1.23474373230732
"669","ND","Animal Feed",506.20923,"alternative","high",3.79581165087635
"670","ND","Animal Feed",506.20923,"alternative","low",1.89790582543817
"671","ND","Animal Feed",506.20923,"baseline","high",3.79581165087635
"672","ND","Animal Feed",506.20923,"baseline","low",1.89790582543817
"673","ND","Recycling",506.20923,"alternative","high",30.9994570971748
"674","ND","Recycling",506.20923,"alternative","low",15.4997285485874
"675","ND","Recycling",506.20923,"baseline","high",28.7808684915389
"676","ND","Recycling",506.20923,"baseline","low",14.3904342457694
"677","ND","All",506.20923,"alternative","high",44.7511447874122
"678","ND","All",506.20923,"alternative","low",22.3755723937061
"679","ND","All",506.20923,"baseline","high",37.0449492436792
"680","ND","All",506.20923,"baseline","low",18.5224746218396
"681","OH","Prevention",221.35314,"alternative","high",4.27812088601021
"682","OH","Prevention",221.35314,"alternative","low",2.1390604430051
"683","OH","Prevention",221.35314,"baseline","high",1.46412733333973
"684","OH","Prevention",221.35314,"baseline","low",0.732063666669864
"685","OH","Rescue",221.35314,"alternative","high",2.06872697097328
"686","OH","Rescue",221.35314,"alternative","low",1.03436348548664
"687","OH","Rescue",221.35314,"baseline","high",1.21513209651902
"688","OH","Rescue",221.35314,"baseline","low",0.607566048259508
"689","OH","Animal Feed",221.35314,"alternative","high",3.86389270769166
"690","OH","Animal Feed",221.35314,"alternative","low",1.93194635384583
"691","OH","Animal Feed",221.35314,"baseline","high",3.86389270769166
"692","OH","Animal Feed",221.35314,"baseline","low",1.93194635384583
"693","OH","Recycling",221.35314,"alternative","high",17.3203003413671
"694","OH","Recycling",221.35314,"alternative","low",8.66015017068354
"695","OH","Recycling",221.35314,"baseline","high",15.1664072753767
"696","OH","Recycling",221.35314,"baseline","low",7.58320363768834
"697","OH","All",221.35314,"alternative","high",27.5310409060422
"698","OH","All",221.35314,"alternative","low",13.7655204530211
"699","OH","All",221.35314,"baseline","high",21.7095594129271
"700","OH","All",221.35314,"baseline","low",10.8547797064635
"701","OK","Prevention",202.302255,"alternative","high",3.92570037285407
"702","OK","Prevention",202.302255,"alternative","low",1.96285018642703
"703","OK","Prevention",202.302255,"baseline","high",1.36135523368759
"704","OK","Prevention",202.302255,"baseline","low",0.680677616843797
"705","OK","Rescue",202.302255,"alternative","high",1.56061441746132
"706","OK","Rescue",202.302255,"alternative","low",0.780307208730658
"707","OK","Rescue",202.302255,"baseline","high",0.905822010372691
"708","OK","Rescue",202.302255,"baseline","low",0.452911005186346
"709","OK","Animal Feed",202.302255,"alternative","high",0.427442289583324
"710","OK","Animal Feed",202.302255,"alternative","low",0.213721144791662
"711","OK","Animal Feed",202.302255,"baseline","high",0.427442289583324
"712","OK","Animal Feed",202.302255,"baseline","low",0.213721144791662
"713","OK","Recycling",202.302255,"alternative","high",15.5078087538978
"714","OK","Recycling",202.302255,"alternative","low",7.75390437694889
"715","OK","Recycling",202.302255,"baseline","high",13.5401235141625
"716","OK","Recycling",202.302255,"baseline","low",6.77006175708124
"717","OK","All",202.302255,"alternative","high",21.4215658337965
"718","OK","All",202.302255,"alternative","low",10.7107829168982
"719","OK","All",202.302255,"baseline","high",16.2347430478061
"720","OK","All",202.302255,"baseline","low",8.11737152390304
"721","OR","Prevention",283.04172,"alternative","high",0.614141391227982
"722","OR","Prevention",283.04172,"alternative","low",0.307070695613991
"723","OR","Prevention",283.04172,"baseline","high",0.190491994966338
"724","OR","Prevention",283.04172,"baseline","low",0.0952459974831688
"725","OR","Rescue",283.04172,"alternative","high",8.98144439628634
"726","OR","Rescue",283.04172,"alternative","low",4.49072219814317
"727","OR","Rescue",283.04172,"baseline","high",4.48247925237871
"728","OR","Rescue",283.04172,"baseline","low",2.24123962618935
"729","OR","Animal Feed",283.04172,"alternative","high",0.911266342385782
"730","OR","Animal Feed",283.04172,"alternative","low",0.455633171192891
"731","OR","Animal Feed",283.04172,"baseline","high",0.911266342385782
"732","OR","Animal Feed",283.04172,"baseline","low",0.455633171192891
"733","OR","Recycling",283.04172,"alternative","high",18.1415252707844
"734","OR","Recycling",283.04172,"alternative","low",9.0707626353922
"735","OR","Recycling",283.04172,"baseline","high",15.9817437056875
"736","OR","Recycling",283.04172,"baseline","low",7.99087185284377
"737","OR","All",283.04172,"alternative","high",28.6483774006845
"738","OR","All",283.04172,"alternative","low",14.3241887003422
"739","OR","All",283.04172,"baseline","high",21.5659812954184
"740","OR","All",283.04172,"baseline","low",10.7829906477092
"741","PA","Prevention",206.83818,"alternative","high",0.647382279708887
"742","PA","Prevention",206.83818,"alternative","low",0.323691139854443
"743","PA","Prevention",206.83818,"baseline","high",0.211864461406556
"744","PA","Prevention",206.83818,"baseline","low",0.105932230703278
"745","PA","Rescue",206.83818,"alternative","high",2.40514676688399
"746","PA","Rescue",206.83818,"alternative","low",1.20257338344199
"747","PA","Rescue",206.83818,"baseline","high",1.33278987244475
"748","PA","Rescue",206.83818,"baseline","low",0.666394936222373
"749","PA","Animal Feed",206.83818,"alternative","high",3.03904610637037
"750","PA","Animal Feed",206.83818,"alternative","low",1.51952305318519
"751","PA","Animal Feed",206.83818,"baseline","high",3.03904610637037
"752","PA","Animal Feed",206.83818,"baseline","low",1.51952305318519
"753","PA","Recycling",206.83818,"alternative","high",15.6678387611184
"754","PA","Recycling",206.83818,"alternative","low",7.8339193805592
"755","PA","Recycling",206.83818,"baseline","high",13.6679334832192
"756","PA","Recycling",206.83818,"baseline","low",6.83396674160959
"757","PA","All",206.83818,"alternative","high",21.7594139140816
"758","PA","All",206.83818,"alternative","low",10.8797069570408
"759","PA","All",206.83818,"baseline","high",18.2516339234409
"760","PA","All",206.83818,"baseline","low",9.12581696172043
"761","RI","Prevention",164.200485,"alternative","high",0.57465601646981
"762","RI","Prevention",164.200485,"alternative","low",0.287328008234905
"763","RI","Prevention",164.200485,"baseline","high",0.180216704214082
"764","RI","Prevention",164.200485,"baseline","low",0.090108352107041
"765","RI","Rescue",164.200485,"alternative","high",1.36475965679471
"766","RI","Rescue",164.200485,"alternative","low",0.682379828397353
"767","RI","Rescue",164.200485,"baseline","high",0.859325377221032
"768","RI","Rescue",164.200485,"baseline","low",0.429662688610516
"769","RI","Animal Feed",164.200485,"alternative","high",1.01264533728117
"770","RI","Animal Feed",164.200485,"alternative","low",0.506322668640585
"771","RI","Animal Feed",164.200485,"baseline","high",1.01264533728117
"772","RI","Animal Feed",164.200485,"baseline","low",0.506322668640585
"773","RI","Recycling",164.200485,"alternative","high",27.3248319193668
"774","RI","Recycling",164.200485,"alternative","low",13.6624159596834
"775","RI","Recycling",164.200485,"baseline","high",23.4247595373161
"776","RI","Recycling",164.200485,"baseline","low",11.7123797686581
"777","RI","All",164.200485,"alternative","high",30.2768929299125
"778","RI","All",164.200485,"alternative","low",15.1384464649562
"779","RI","All",164.200485,"baseline","high",25.4769469560324
"780","RI","All",164.200485,"baseline","low",12.7384734780162
"781","SC","Prevention",221.35314,"alternative","high",4.43282959650969
"782","SC","Prevention",221.35314,"alternative","low",2.21641479825484
"783","SC","Prevention",221.35314,"baseline","high",1.43656708171675
"784","SC","Prevention",221.35314,"baseline","low",0.718283540858375
"785","SC","Rescue",221.35314,"alternative","high",2.71913067491399
"786","SC","Rescue",221.35314,"alternative","low",1.359565337457
"787","SC","Rescue",221.35314,"baseline","high",1.53647940012163
"788","SC","Rescue",221.35314,"baseline","low",0.768239700060816
"789","SC","Animal Feed",221.35314,"alternative","high",0.352692739344159
"790","SC","Animal Feed",221.35314,"alternative","low",0.176346369672079
"791","SC","Animal Feed",221.35314,"baseline","high",0.352692739344159
"792","SC","Animal Feed",221.35314,"baseline","low",0.176346369672079
"793","SC","Recycling",221.35314,"alternative","high",17.1002711258096
"794","SC","Recycling",221.35314,"alternative","low",8.55013556290478
"795","SC","Recycling",221.35314,"baseline","high",14.7981457685652
"796","SC","Recycling",221.35314,"baseline","low",7.39907288428259
"797","SC","All",221.35314,"alternative","high",24.6049241365774
"798","SC","All",221.35314,"alternative","low",12.3024620682887
"799","SC","All",221.35314,"baseline","high",18.1238849897477
"800","SC","All",221.35314,"baseline","low",9.06194249487386
"801","SD","Prevention",255.82617,"alternative","high",1.413833188036
"802","SD","Prevention",255.82617,"alternative","low",0.706916594017999
"803","SD","Prevention",255.82617,"baseline","high",0.489620930607139
"804","SD","Prevention",255.82617,"baseline","low",0.244810465303569
"805","SD","Rescue",255.82617,"alternative","high",1.02719711421793
"806","SD","Rescue",255.82617,"alternative","low",0.513598557108964
"807","SD","Rescue",255.82617,"baseline","high",0.632290217192094
"808","SD","Rescue",255.82617,"baseline","low",0.316145108596047
"809","SD","Animal Feed",255.82617,"alternative","high",12.4048127774049
"810","SD","Animal Feed",255.82617,"alternative","low",6.20240638870246
"811","SD","Animal Feed",255.82617,"baseline","high",12.4048127774049
"812","SD","Animal Feed",255.82617,"baseline","low",6.20240638870246
"813","SD","Recycling",255.82617,"alternative","high",19.1407685348239
"814","SD","Recycling",255.82617,"alternative","low",9.57038426741197
"815","SD","Recycling",255.82617,"baseline","high",17.0053467242053
"816","SD","Recycling",255.82617,"baseline","low",8.50267336210264
"817","SD","All",255.82617,"alternative","high",33.9866116144828
"818","SD","All",255.82617,"alternative","low",16.9933058072414
"819","SD","All",255.82617,"baseline","high",30.5320706494094
"820","SD","All",255.82617,"baseline","low",15.2660353247047
"821","TN","Prevention",232.23936,"alternative","high",0.774182474803049
"822","TN","Prevention",232.23936,"alternative","low",0.387091237401525
"823","TN","Prevention",232.23936,"baseline","high",0.263258137623551
"824","TN","Prevention",232.23936,"baseline","low",0.131629068811775
"825","TN","Rescue",232.23936,"alternative","high",1.85945691015328
"826","TN","Rescue",232.23936,"alternative","low",0.92972845507664
"827","TN","Rescue",232.23936,"baseline","high",1.13492366638351
"828","TN","Rescue",232.23936,"baseline","low",0.567461833191757
"829","TN","Animal Feed",232.23936,"alternative","high",2.53118308705671
"830","TN","Animal Feed",232.23936,"alternative","low",1.26559154352836
"831","TN","Animal Feed",232.23936,"baseline","high",2.53118308705671
"832","TN","Animal Feed",232.23936,"baseline","low",1.26559154352836
"833","TN","Recycling",232.23936,"alternative","high",37.149116450719
"834","TN","Recycling",232.23936,"alternative","low",18.5745582253595
"835","TN","Recycling",232.23936,"baseline","high",32.4708918165697
"836","TN","Recycling",232.23936,"baseline","low",16.2354459082849
"837","TN","All",232.23936,"alternative","high",42.3139389227321
"838","TN","All",232.23936,"alternative","low",21.156969461366
"839","TN","All",232.23936,"baseline","high",36.4002567076335
"840","TN","All",232.23936,"baseline","low",18.2001283538168
"841","TX","Prevention",177.80826,"alternative","high",3.1134046377941
"842","TX","Prevention",177.80826,"alternative","low",1.55670231889705
"843","TX","Prevention",177.80826,"baseline","high",1.065355613046
"844","TX","Prevention",177.80826,"baseline","low",0.532677806523001
"845","TX","Rescue",177.80826,"alternative","high",1.37761017586606
"846","TX","Rescue",177.80826,"alternative","low",0.688805087933032
"847","TX","Rescue",177.80826,"baseline","high",0.806688301650884
"848","TX","Rescue",177.80826,"baseline","low",0.403344150825442
"849","TX","Animal Feed",177.80826,"alternative","high",0.470276672126024
"850","TX","Animal Feed",177.80826,"alternative","low",0.235138336063012
"851","TX","Animal Feed",177.80826,"baseline","high",0.470276672126024
"852","TX","Animal Feed",177.80826,"baseline","low",0.235138336063012
"853","TX","Recycling",177.80826,"alternative","high",13.5076821414247
"854","TX","Recycling",177.80826,"alternative","low",6.75384107071237
"855","TX","Recycling",177.80826,"baseline","high",11.849342578275
"856","TX","Recycling",177.80826,"baseline","low",5.92467128913749
"857","TX","All",177.80826,"alternative","high",18.4689736272109
"858","TX","All",177.80826,"alternative","low",9.23448681360547
"859","TX","All",177.80826,"baseline","high",14.1916631650979
"860","TX","All",177.80826,"baseline","low",7.09583158254895
"861","UT","Prevention",202.302255,"alternative","high",3.4589797853172
"862","UT","Prevention",202.302255,"alternative","low",1.7294898926586
"863","UT","Prevention",202.302255,"baseline","high",1.19418118700004
"864","UT","Prevention",202.302255,"baseline","low",0.597090593500019
"865","UT","Rescue",202.302255,"alternative","high",1.12866190348536
"866","UT","Rescue",202.302255,"alternative","low",0.564330951742682
"867","UT","Rescue",202.302255,"baseline","high",0.67018618356795
"868","UT","Rescue",202.302255,"baseline","low",0.335093091783975
"869","UT","Animal Feed",202.302255,"alternative","high",8.23524821371021
"870","UT","Animal Feed",202.302255,"alternative","low",4.1176241068551
"871","UT","Animal Feed",202.302255,"baseline","high",8.23524821371021
"872","UT","Animal Feed",202.302255,"baseline","low",4.1176241068551
"873","UT","Recycling",202.302255,"alternative","high",15.357957400425
"874","UT","Recycling",202.302255,"alternative","low",7.67897870021249
"875","UT","Recycling",202.302255,"baseline","high",13.5195345230902
"876","UT","Recycling",202.302255,"baseline","low",6.75976726154512
"877","UT","All",202.302255,"alternative","high",28.1808473029378
"878","UT","All",202.302255,"alternative","low",14.0904236514689
"879","UT","All",202.302255,"baseline","high",23.6191501073684
"880","UT","All",202.302255,"baseline","low",11.8095750536842
"881","VT","Prevention",236.775285,"alternative","high",0.635743029266111
"882","VT","Prevention",236.775285,"alternative","low",0.317871514633056
"883","VT","Prevention",236.775285,"baseline","high",0.203296304808486
"884","VT","Prevention",236.775285,"baseline","low",0.101648152404243
"885","VT","Rescue",236.775285,"alternative","high",1.26291596265226
"886","VT","Rescue",236.775285,"alternative","low",0.631457981326128
"887","VT","Rescue",236.775285,"baseline","high",0.700169170073209
"888","VT","Rescue",236.775285,"baseline","low",0.350084585036605
"889","VT","Animal Feed",236.775285,"alternative","high",1.05872668327382
"890","VT","Animal Feed",236.775285,"alternative","low",0.529363341636912
"891","VT","Animal Feed",236.775285,"baseline","high",1.05872668327382
"892","VT","Animal Feed",236.775285,"baseline","low",0.529363341636912
"893","VT","Recycling",236.775285,"alternative","high",86.8548937452268
"894","VT","Recycling",236.775285,"alternative","low",43.4274468726134
"895","VT","Recycling",236.775285,"baseline","high",76.5734635169376
"896","VT","Recycling",236.775285,"baseline","low",38.2867317584688
