"","state","solution_level","total_fw_kg_per_capita","likely_fw_baseline_low_kg_per_capita","likely_fw_baseline_high_kg_per_capita","likely_fw_alternative_low_kg_per_capita","likely_fw_alternative_high_kg_per_capita"
"1","AL","Prevention",197.76633,0.110574222069153,0.221148444138306,0.340078721442679,0.680157442885358
"2","AL","Rescue",197.76633,0.453147129428515,0.90629425885703,0.789848407546652,1.5796968150933
"3","AL","Animal Feed",197.76633,0.148337137328927,0.296674274657855,0.148337137328927,0.296674274657855
"4","AL","Recycling",197.76633,6.77749174268544,13.5549834853709,7.80912074826497,15.6182414965299
"5","AL","All",197.76633,7.48955023151203,14.9791004630241,9.08738501458323,18.1747700291665
"6","AK","Prevention",166.92204,0.571842337953424,1.14368467590685,1.86867880715073,3.73735761430145
"7","AK","Rescue",166.92204,0.351459183062469,0.702918366124938,0.56877547318697,1.13755094637394
"8","AK","Animal Feed",166.92204,0.118345426290371,0.236690852580741,0.118345426290371,0.236690852580741
"9","AK","Recycling",166.92204,6.06805502173554,12.1361100434711,7.06607175838395,14.1321435167679
"10","AK","All",166.92204,7.1097019690418,14.2194039380836,9.62187146501202,19.243742930024
"11","AZ","Prevention",746.613255,1.79653285118065,3.59306570236129,5.80611356404038,11.6122271280808
"12","AZ","Rescue",746.613255,4.88494753581244,9.76989507162489,9.5977791231195,19.195558246239
"13","AZ","Animal Feed",746.613255,3.14655020686968,6.29310041373937,3.14655020686968,6.29310041373937
"14","AZ","Recycling",746.613255,19.3725125762001,38.7450251524003,22.6116700230802,45.2233400461603
"15","AZ","All",746.613255,29.2005431700629,58.4010863401258,41.1621129171097,82.3242258342195
"16","AR","Prevention",110.67657,0.383580258287126,0.767160516574253,1.06933233727635,2.13866467455269
"17","AR","Rescue",110.67657,0.218093554146847,0.436187108293694,0.39758104937534,0.79516209875068
"18","AR","Animal Feed",110.67657,0.179774729008956,0.359549458017912,0.179774729008956,0.359549458017912
"19","AR","Recycling",110.67657,3.65773377732814,7.31546755465628,4.17795418318067,8.35590836636135
"20","AR","All",110.67657,4.43918231877107,8.87836463754214,5.82464229884132,11.6492845976826
"21","CA","Prevention",315.70038,0.502069027470888,1.00413805494178,1.60390275846385,3.20780551692769
"22","CA","Rescue",315.70038,4.47742652367942,8.95485304735884,9.06557809091253,18.1311561818251
"23","CA","Animal Feed",315.70038,2.4987711397458,4.9975422794916,2.4987711397458,4.9975422794916
"24","CA","Recycling",315.70038,33.0045428917164,66.0090857834328,37.7400666584456,75.4801333168913
"25","CA","All",315.70038,40.4828095826125,80.965619165225,50.9083186475678,101.816637295136
"26","CO","Prevention",241.31121,0.131409208613985,0.262818417227969,0.410078824465992,0.820157648931985
"27","CO","Rescue",241.31121,0.486527967933915,0.97305593586783,0.843805492000041,1.68761098400008
"28","CO","Animal Feed",241.31121,1.14467644212246,2.28935288424491,1.14467644212246,2.28935288424491
"29","CO","Recycling",241.31121,8.44949962965492,16.8989992593098,9.80730450141857,19.6146090028371
"30","CO","All",241.31121,10.2121132483253,20.4242264966506,12.2058652600071,24.4117305200141
"31","CT","Prevention",187.787295,0.624834701635349,1.2496694032707,2.03893323233072,4.07786646466144
"32","CT","Rescue",187.787295,0.292298821831057,0.584597643662113,0.460371559377209,0.920743118754418
"33","CT","Animal Feed",187.787295,0.709003601643246,1.41800720328649,0.709003601643246,1.41800720328649
"34","CT","Recycling",187.787295,20.1172212970455,40.2344425940911,23.6080544884227,47.2161089768455
"35","CT","All",187.787295,21.7433584221552,43.4867168443104,26.8163628817739,53.6327257635478
"36","DE","Prevention",239.49684,0.687124857535763,1.37424971507153,2.19256119467184,4.38512238934368
"37","DE","Rescue",239.49684,0.655673021458528,1.31134604291706,1.22906482457747,2.45812964915495
"38","DE","Animal Feed",239.49684,0.196618373656113,0.393236747312227,0.196618373656113,0.393236747312227
"39","DE","Recycling",239.49684,7.39948937285748,14.798978745715,8.57252884877238,17.1450576975448
"40","DE","All",239.49684,8.93890562550788,17.8778112510158,12.1907732416778,24.3815464833556
"41","FL","Prevention",267.619575,0.123673802281948,0.247347604563896,0.398056556825824,0.796113113651649
"42","FL","Rescue",267.619575,0.681408134115409,1.36281626823082,1.25124071943778,2.50248143887556
"43","FL","Animal Feed",267.619575,1.63037054591738,3.26074109183476,1.63037054591738,3.26074109183476
"44","FL","Recycling",267.619575,8.44208760964922,16.8841752192984,9.70690329728876,19.4138065945775
"45","FL","All",267.619575,10.877540091964,21.7550801839279,12.9865711194697,25.9731422389395
"46","GA","Prevention",239.49684,0.113426165023597,0.226852330047194,0.346210550155304,0.692421100310609
"47","GA","Rescue",239.49684,0.777394710598441,1.55478942119688,1.4820609536426,2.9641219072852
"48","GA","Animal Feed",239.49684,0.23395681546008,0.46791363092016,0.23395681546008,0.46791363092016
"49","GA","Recycling",239.49684,7.26848299485505,14.5369659897101,8.3511426455503,16.7022852911006
"50","GA","All",239.49684,8.39326068593717,16.7865213718743,10.4133709648083,20.8267419296166
"51","HI","Prevention",152.40708,0.0650114129577246,0.130022825915449,0.219427771390809,0.438855542781619
"52","HI","Rescue",152.40708,0.4488616891684,0.8977233783368,0.74565070096934,1.49130140193868
"53","HI","Animal Feed",152.40708,0.804594196000688,1.60918839200138,0.804594196000688,1.60918839200138
"54","HI","Recycling",152.40708,5.29126896382957,10.5825379276591,6.14628078170048,12.292561563401
"55","HI","All",152.40708,6.60973626195638,13.2194725239128,7.91595345006132,15.8319069001226
"56","ID","Prevention",452.685315,0.525154043530408,1.05030808706082,1.54834117635459,3.09668235270919
"57","ID","Rescue",452.685315,2.34529428950809,4.69058857901617,4.97238490132424,9.94476980264849
"58","ID","Animal Feed",452.685315,1.29140169563662,2.58280339127324,1.29140169563662,2.58280339127324
"59","ID","Recycling",452.685315,12.1529695748581,24.3059391497162,12.9733912830993,25.9467825661986
"60","ID","All",452.685315,16.3148196035332,32.6296392070664,20.7855190564147,41.5710381128295
"61","IL","Prevention",222.260325,0.116940925475172,0.233881850950343,0.328999220200169,0.657998440400338
"62","IL","Rescue",222.260325,0.419417566829044,0.838835133658088,0.746845362597559,1.49369072519512
"63","IL","Animal Feed",222.260325,0.417205266622514,0.834410533245028,0.417205266622514,0.834410533245028
"64","IL","Recycling",222.260325,7.3129315440759,14.6258630881518,8.30996363397372,16.6199272679474
"65","IL","All",222.260325,8.26649530300263,16.5329906060053,9.80301348339397,19.6060269667879
"66","IN","Prevention",243.12558,0.837309864525128,1.67461972905026,2.39771693344218,4.79543386688436
"67","IN","Rescue",243.12558,0.498001567996612,0.996003135993225,0.890903286061879,1.78180657212376
"68","IN","Animal Feed",243.12558,1.94812744184507,3.89625488369014,1.94812744184507,3.89625488369014
"69","IN","Recycling",243.12558,8.06836174138251,16.136723482765,9.25329511211991,18.5065902242398
"70","IN","All",243.12558,11.3518006157493,22.7036012314986,14.490042773469,28.9800855469381
"71","IA","Prevention",317.51475,1.12872564531578,2.25745129063157,2.70269342235674,5.40538684471348
"72","IA","Rescue",317.51475,0.691776018283932,1.38355203656786,1.3289306410595,2.65786128211901
"73","IA","Animal Feed",317.51475,3.72303525427847,7.44607050855695,3.72303525427847,7.44607050855695
"74","IA","Recycling",317.51475,10.1908432744459,20.3816865488918,11.3519396826925,22.7038793653849
"75","IA","All",317.51475,15.7343801923241,31.4687603846481,19.1065990003872,38.2131980007743
"76","KS","Prevention",223.16751,0.816298857066557,1.63259771413311,2.27335169978126,4.54670339956252
"77","KS","Rescue",223.16751,0.396681019908659,0.793362039817318,0.680155087883013,1.36031017576603
"78","KS","Animal Feed",223.16751,0.323192358276563,0.646384716553126,0.323192358276563,0.646384716553126
"79","KS","Recycling",223.16751,7.77882408730103,15.5576481746021,8.89687377698338,17.7937475539668
"80","KS","All",223.16751,9.31499632255281,18.6299926451056,12.1735729229242,24.3471458458484
"81","KY","Prevention",224.074695,0.135769387233753,0.271538774467507,0.402032526056165,0.804065052112331
"82","KY","Rescue",224.074695,0.549733607451919,1.09946721490384,0.888841186857902,1.7776823737158
"83","KY","Animal Feed",224.074695,0.232452638350518,0.464905276701036,0.232452638350518,0.464905276701036
"84","KY","Recycling",224.074695,8.00596256579263,16.0119251315853,9.21880261477403,18.4376052295481
"85","KY","All",224.074695,8.92391819882882,17.8478363976576,10.7421289660386,21.4842579320772
"86","LA","Prevention",321.14349,0.126714210562923,0.253428421125847,0.376449689938045,0.752899379876089
"87","LA","Rescue",321.14349,0.431641707998748,0.863283415997496,0.755449205872773,1.51089841174555
"88","LA","Animal Feed",321.14349,0.988087394445479,1.97617478889096,0.988087394445479,1.97617478889096
"89","LA","Recycling",321.14349,10.1245401366975,20.2490802733951,11.2727718333571,22.5455436667141
"90","LA","All",321.14349,11.6709834497047,23.3419668994094,13.3927581236134,26.7855162472267
"91","ME","Prevention",288.48483,0.822543445091765,1.64508689018353,2.61095149043299,5.22190298086598
"92","ME","Rescue",288.48483,0.884236994357571,1.76847398871514,1.72976494978767,3.45952989957534
"93","ME","Animal Feed",288.48483,1.54096170659319,3.08192341318638,1.54096170659319,3.08192341318638
"94","ME","Recycling",288.48483,9.19868940514836,18.3973788102967,10.6141788644936,21.2283577289872
"95","ME","All",288.48483,12.4464315511909,24.8928631023818,16.4958570113075,32.991714022615
"96","MD","Prevention",190.50885,0.100954575442693,0.201909150885386,0.325499904556703,0.650999809113406
"97","MD","Rescue",190.50885,0.560116829478178,1.12023365895636,0.936791133891404,1.87358226778281
"98","MD","Animal Feed",190.50885,0.739145504604888,1.47829100920978,0.739145504604888,1.47829100920978
"99","MD","Recycling",190.50885,13.2600631779611,26.5201263559222,15.4043811174898,30.8087622349795
"100","MD","All",190.50885,14.6602800874869,29.3205601749737,17.4058176605428,34.8116353210855
"101","MA","Prevention",215.91003,0.117233244524158,0.234466489048316,0.374758851949675,0.74951770389935
"102","MA","Rescue",215.91003,0.587172924432699,1.1743458488654,0.984711583282816,1.96942316656563
"103","MA","Animal Feed",215.91003,0.14758953308341,0.295179066166821,0.14758953308341,0.295179066166821
"104","MA","Recycling",215.91003,22.6811713612469,45.3623427224937,26.5335149467824,53.0670298935647
"105","MA","All",215.91003,23.5331670632871,47.0663341265742,28.0405749150983,56.0811498301965
"106","MI","Prevention",242.218395,0.113374231253362,0.226748462506724,0.339215761632894,0.678431523265787
"107","MI","Rescue",242.218395,0.724592550320528,1.44918510064106,1.3792304939528,2.7584609879056
"108","MI","Animal Feed",242.218395,1.94266019079821,3.88532038159641,1.94266019079821,3.88532038159641
"109","MI","Recycling",242.218395,7.37665851584114,14.7533170316823,8.43436064944419,16.8687212988884
"110","MI","All",242.218395,10.1572854882132,20.3145709764265,12.0954670958281,24.1909341916562
"111","MN","Prevention",302.092605,0.715807952642628,1.43161590528526,1.94496049468043,3.88992098936087
"112","MN","Rescue",302.092605,0.471999586646659,0.943999173293318,0.892572623812072,1.78514524762414
"113","MN","Animal Feed",302.092605,3.87158642747276,7.74317285494553,3.87158642747276,7.74317285494553
"114","MN","Recycling",302.092605,9.15158209070053,18.3031641814011,10.1114280236592,20.2228560473183
"115","MN","All",302.092605,14.2109760574626,28.4219521149252,16.8205475696244,33.6410951392489
"116","MS","Prevention",217.7244,0.692299180315772,1.38459836063154,2.12668230570523,4.25336461141045
"117","MS","Rescue",217.7244,0.619894482794625,1.23978896558925,1.14273200134673,2.28546400269346
"118","MS","Animal Feed",217.7244,0.202868444999204,0.405736889998409,0.202868444999204,0.405736889998409
"119","MS","Recycling",217.7244,7.12808225484951,14.256164509699,8.21141998994618,16.4228399798924
"120","MS","All",217.7244,8.64314436295911,17.2862887259182,11.6837027419973,23.3674054839947
"121","MO","Prevention",238.589655,0.754294257064342,1.50858851412868,2.12371940036382,4.24743880072764
"122","MO","Rescue",238.589655,0.616734643346909,1.23346928669382,1.07375244325686,2.14750488651372
"123","MO","Animal Feed",238.589655,1.90647806604796,3.81295613209593,1.90647806604796,3.81295613209593
"124","MO","Recycling",238.589655,7.94726825103914,15.8945365020783,8.97522617053885,17.9504523410777
"125","MO","All",238.589655,11.2247752174984,22.4495504349967,14.0791760802075,28.158352160415
"126","MT","Prevention",156.03582,0.0832591664580759,0.166518332916152,0.257751848694889,0.515503697389779
"127","MT","Rescue",156.03582,0.341973192885757,0.683946385771514,0.594504940998124,1.18900988199625
"128","MT","Animal Feed",156.03582,0.13698796469978,0.273975929399559,0.13698796469978,0.273975929399559
"129","MT","Recycling",156.03582,5.52742239845069,11.0548447969014,6.36946829077236,12.7389365815447
"130","MT","All",156.03582,6.0896427224943,12.1792854449886,7.35871304516515,14.7174260903303
"131","NE","Prevention",267.619575,0.903374890554525,1.80674978110905,2.30858348220887,4.61716696441775
"132","NE","Rescue",267.619575,0.821431872467919,1.64286374493584,1.54904651791225,3.0980930358245
"133","NE","Animal Feed",267.619575,3.63745442955793,7.27490885911587,3.63745442955793,7.27490885911587
"134","NE","Recycling",267.619575,8.71711039925395,17.4342207985079,9.80231627098902,19.604632541978
"135","NE","All",267.619575,14.0793715918343,28.1587431836686,17.2974007006681,34.5948014013362
"136","NV","Prevention",219.53877,0.115883354637705,0.23176670927541,0.359070155768326,0.718140311536652
"137","NV","Rescue",219.53877,0.373223893498819,0.746447786997639,0.588224917612107,1.17644983522421
"138","NV","Animal Feed",219.53877,0.849549389515733,1.69909877903147,0.849549389515733,1.69909877903147
"139","NV","Recycling",219.53877,7.88719019903855,15.7743803980771,9.08394095562118,18.1678819112424
"140","NV","All",219.53877,9.22584683669081,18.4516936733816,10.8807854185173,21.7615708370347
"141","NH","Prevention",269.433945,0.171542881917319,0.343085763834638,0.542301037997713,1.08460207599543
"142","NH","Rescue",269.433945,0.348317740363597,0.696635480727193,0.534148135230935,1.06829627046187
"143","NH","Animal Feed",269.433945,0.488324404807526,0.976648809615052,0.488324404807526,0.976648809615052
"144","NH","Recycling",269.433945,19.7465312607175,39.493062521435,23.3101784731,46.6203569461999
"145","NH","All",269.433945,20.7547162878059,41.5094325756119,24.8749520511361,49.7499041022723
"146","NJ","Prevention",192.32322,0.0992486585264748,0.19849731705295,0.312656183809409,0.625312367618818
"147","NJ","Rescue",192.32322,0.570111488037724,1.14022297607545,1.00050283393437,2.00100566786875
"148","NJ","Animal Feed",192.32322,0.769376535422459,1.53875307084492,0.769376535422459,1.53875307084492
"149","NJ","Recycling",192.32322,12.9875864413974,25.9751728827948,15.065857810865,30.1317156217301
"150","NJ","All",192.32322,14.4263231233841,28.8526462467681,17.1483933640313,34.2967867280626
"151","NM","Prevention",239.49684,0.115771348685974,0.231542697371948,0.367553851572584,0.735107703145168
"152","NM","Rescue",239.49684,0.410979516223917,0.821959032447833,0.704347459048054,1.40869491809611
"153","NM","Animal Feed",239.49684,2.02450120838582,4.04900241677164,2.02450120838582,4.04900241677164
"154","NM","Recycling",239.49684,8.13575272748199,16.271505454964,9.35143937278234,18.7028787455647
"155","NM","All",239.49684,10.6870048007777,21.3740096015554,12.4478418917888,24.8956837835776
"156","NY","Prevention",169.643595,0.145973413663717,0.291946827327434,0.454496783345609,0.908993566691218
"157","NY","Rescue",169.643595,0.702463071558443,1.40492614311689,1.30675853569398,2.61351707138796
"158","NY","Animal Feed",169.643595,2.37334566174835,4.7466913234967,2.37334566174835,4.7466913234967
"159","NY","Recycling",169.643595,10.4900411960175,20.980082392035,11.9646162967013,23.9292325934026
"160","NY","All",169.643595,13.711823342988,27.423646685976,16.0992172774893,32.1984345549785
"161","NC","Prevention",257.64054,0.742299664582747,1.48459932916549,2.27214687930594,4.54429375861189
"162","NC","Rescue",257.64054,0.957670186199008,1.91534037239802,1.84609496598549,3.69218993197098
